,Unnamed: 0,confidence,start_second,text,sentiment_score,key_phrases
102,102,0.7388566,550000,yep bye see you guys do,0.942328861575,[u'guys']
103,103,0.8196142,555000,goodbye see you guys do,0.247540683644,[u'guys']
104,104,0.0,560000,,0.5,[u'NaN']
105,105,0.0,60000,,0.5,[u'NaN']
106,106,0.0,65000,,0.5,[u'NaN']
107,107,0.8631849,70000,I think you are working on that last night or I have come,0.5,[u'night']
108,108,0.8868204,75000,you are working on that last night or I have completed my navigation part but I'm not sure about the car thing completed,0.750794526953,"[u'night', u'navigation', u'car thing']"
109,109,0.8640265,80000,my navigation bar but I'm not sure about the car thing completed,0.239164796393,"[u'navigation bar', u'car thing']"
110,110,0.6804524,85000,call beatrice play a card on the way using a reactor north,0.865304264768,"[u'way', u'card']"
111,111,0.0,90000,,0.5,[u'NaN']
112,112,0.0,95000,,0.5,[u'NaN']
